000073	ABRILLANTADOR DE CHOCOLATE 5KG	12,00	        4.635,00	               0	               0	            0,00	
000081	CAJA 9 PASTELES 100UND	12,00	       12.095,50	               0	               0	            0,00	
000085	BOBINA MARRON 8KG	12,00	        6.075,00	               0	               0	            0,00	
0001	CANELA EN RAMAS 1KG	EXENTO	       21.721,94	               0	               0	            0,00	
000101	LEVADURA INSTANTANEA INSTAFER	12,00	        1.852,00	               0	               0	            0,00	
000103	CAJA TORTA 35x35x10CM 100UND	12,00	       42.000,00	               0	               0	            0,00	
000104	CUCHARA SOPERA B.V. 1x1000	12,00	        5.130,00	               0	               0	            0,00	
000108	CAJA PIZZA 40X40 GENERICA 50UND	12,00	       48.600,00	               0	               0	            0,00	
000118	ESPECIE DE OREGANO MOLIDO LA ROSA 1KG	12,00	        6.333,33	               0	               0	            0,00	
000119	ABRILLANTADOR DE CARAMELO 5KG	12,00	        2.855,00	               0	               0	            0,00	
000140	ESPECIE CANELA PURA LA ROSA 1KG	12,00	       20.892,86	               0	               0	            0,00	
000199	AREQUIPE RELLENO FLOWER 10KG	12,00	       10.765,00	               0	               0	            0,00	
000244	ESPECIE ADOBO ESPECIAL LA ROSA 1KG	12,00	        3.846,94	               0	               0	            0,00	
000245	DESINFECTANTE LATIN FRESH 12LT	12,00	        7.473,53	               0	               0	            0,00	
000405	BOLSA P MARRON 2KG 2500 ORIG	12,00	       28.610,00	               0	               0	            0,00	
000420	CUCHILLO INDACER P PARRILLA CAPRI 1x12	12,00	       11.142,86	               0	               0	            0,00	
000568	PAPEL DE ENVOLVER 05KL	12,00	        3.233,48	               0	               0	            0,00	
000595	ESPECIE OREGANO PURO LA ROSA 1KG	12,00	       10.433,67	               2	               0	       20.867,34	
000596	ESPECIE OREGANO ESPECIAL 1KG	12,00	        5.137,51	               0	               0	            0,00	
000659	CHOCOLATE BITTER MORITZ	12,00	        6.887,14	               0	               0	            0,00	
000671	CHOCOLATE DE LECHE MORITZ	12,00	       19.800,00	               5	               0	       99.000,00	
001	COOKIES AND CREAM 1LTS	12,00	        2.114,66	               0	               0	            0,00	
001070	CREMA PASTELERA THOOR 5KG	12,00	        4.722,22	               0	               0	            0,00	
001121	CALDO DE POLLO LA ROSA 1KG	12,00	        4.880,30	               0	               0	            0,00	
001447	ESPECIE AJO PURO 1KG	12,00	       31.505,10	               0	               0	            0,00	
001453	ESPECIE AJO CEBOLLA PEREJIL MOLIDO 1KG	12,00	        4.655,61	               0	               0	            0,00	
001478	ESPONJA ACERO INOX. PEQUENA	12,00	        1.002,11	               0	               0	            0,00	
001526	MOLDE PARA PAN SANDWINCH 6	12,00	       25.085,72	               0	               0	            0,00	
001538	CUCHILLO METALICO CAPRI 1x12	12,00	       15.647,14	               0	               0	            0,00	
001725	BOLSA PAPEL MANPA 3KG 2000UND	12,00	       14.700,00	               0	               0	            0,00	
001740	ESPECIE COMINO ESPECIAL LA ROSA 1KG	12,00	       15.306,13	               2	               0	       30.612,26	
001767	CONTENEDOR DELI 500 C T 250 UND	12,00	       15.792,12	               0	               0	            0,00	
001946	ESPECIE ONOTO PURO 1KG	12,00	       14.260,20	               0	               0	            0,00	
001965	SALSA DE AJO COMA	12,00	        5.571,43	               0	               0	            0,00	
002	FRESA CALI 1LTS	12,00	        2.114,66	               0	               0	            0,00	
002001	SAL DE SACO MOLIDA ARAYAMAR 20KG	EXENTO	        1.666,67	               0	               0	            0,00	
003	CHOCOMANTECADO CALI 1LTS	12,00	        3.257,33	               0	               0	            0,00	
00351	SALSA DE AJO GIRALDA 3000CC	12,00	        3.910,00	               0	               0	            0,00	
0066	LAMPAZO EXTRA GRANDE DOS ESTRELLAS	12,00	        1.665,17	               0	               0	            0,00	
009800800056	NUTELLA HAZELNUT EyO 52GR	12,00	        2.475,00	               0	               0	            0,00	
009800895007	NUTELLA 371GR	12,00	       25.966,67	              -4	               0	     -103.866,68	
01003	MEJOR MASA HOJALDRE BAKERLAX 5KGS	12,00	       23.000,00	               0	               0	            0,00	
010106	PANITO AMARILLO MEDIANO	12,00	        2.281,67	              12	               0	       27.380,04	
011210009837	SALSA JALAPENO TABASCO 60ML	12,00	        3.321,50	               0	               0	            0,00	
011210607033	SALSA PICANTE TBASCO AHUMADO 60ML	12,00	          987,92	               0	               0	            0,00	
01122	MAIZ DULCE ENTERO 3KG	12,00	       43.093,90	               6	               0	      258.563,40	
0113	CEPILLO DE BARRER CELDA SUAVE ARAUCA	12,00	        2.814,00	               0	               0	            0,00	
0124	ANCHOAS ACEITE TAFISH POTE 1.600KG	12,00	       11.778,46	               0	               0	            0,00	
012546612296	TRIDENT ORIGINAL FLAVOR	12,00	        5.325,00	               0	               0	            0,00	
012546612678	TRIDENT CINNAMON	12,00	        5.325,00	              -7	               0	      -37.275,00	
012546615563	TRIDENT BUBBLE BUN	12,00	        5.325,00	               0	               0	            0,00	
012546615952	TRIDENT WATERMELON TWIST	12,00	        1.458,33	               0	               0	            0,00	
0135	HARAGAN SUPERIOR 18  MANGO ALUMINIO	12,00	       21.140,01	               0	               0	            0,00	
01692	SALSA A BASE DE TOMATE 4KG	12,00	        6.736,08	               0	               0	            0,00	
017000024011	JABON DIAL GOLD 113GR	12,00	        1.350,00	               0	               0	            0,00	
017000039497	JABON DIAL SPRING WATER 113GR	12,00	        1.350,00	               0	               0	            0,00	
0210	CHOCOLATE INDUST. LLUVIA ST. MORITZ 1KG	12,00	        3.061,23	               0	               0	            0,00	
021000052288	SALSA BBQ KRAFT 510GR	12,00	        3.000,00	               0	               0	            0,00	
021000644537	SALSA DE ADEREZO KRAFT 237ML	12,00	        2.240,83	               0	               0	            0,00	
0212	SIROPE DE CHOCOLATE MC LAWS 6.5 KG	12,00	       55.147,05	               0	               0	            0,00	
022000448354	SPEED STICK FRESH 63.7GR	12,00	        3.000,00	               0	               0	            0,00	
022200940214	SPEED STICK FRESH 51GR	12,00	        3.000,00	               0	               0	            0,00	
022200940221	SPEED STICK POWER FRESH 51GR	12,00	        8.500,00	               0	               0	            0,00	
022200940238	SPEED STICK OCEAN SURF 51GR	12,00	        7.000,00	               0	               0	            0,00	
022200940245	SPEED STICK FRESH 51GR	12,00	       16.614,00	              36	               0	      598.104,00	
022200951616	SPEED STICK POWER 51GR	12,00	        8.500,00	               0	               0	            0,00	
022200963435	LADY SPEED STICK POWER 39.6GR	12,00	        7.100,00	             -34	               0	     -241.400,00	
022200963442	LADY SPEED STICK POWDER FERSH 39.6GR	12,00	        7.000,00	               0	               0	            0,00	
022200963695	LADY SPEED STICK INVISIBLE DRY 39.6GR	12,00	       16.614,00	              54	               0	      897.156,00	
022200964098	LADY SPEED STICK TEEN SPIRIT 39.6GR	12,00	        3.000,00	               0	               0	            0,00	
02243405	LIFE SAVERS 32GR	12,00	        1.300,00	               0	               0	            0,00	
0231	CREMA P BATIR SUCREAM UH 1LT	12,00	       31.053,73	               0	               0	            0,00	
0249	QUESO DE ANO FRITZ 180GR	12,00	        2.064,36	               0	               0	            0,00	
0262	AREQUIPE DECORACION FLOWER 5KG	12,00	       60.000,00	               4	               0	      240.000,00	
0265	AREQUIPE DECORACION FLOWER 10KG	12,00	        6.544,89	               0	               0	            0,00	
03423909	HERSHY S 43GR	12,00	        1.600,00	               0	               0	            0,00	
037000123439	DESODORANTE SECRET PH BALANCE 73GR	EXENTO	        5.300,00	               0	               0	            0,00	
038000844973	PRINGLES BBQ 169GR	12,00	        9.921,43	              -1	               0	       -9.921,43	
038000844980	PRINGLES CHEDDAR CHEESE 169GR	12,00	        9.921,43	               0	               0	            0,00	
038000845000	PRINGLES DE CEBOLLA 169GR	12,00	        9.921,43	               0	               0	            0,00	
038000845024	PRINGLES PIZZA 169GR	12,00	        9.921,43	               0	               0	            0,00	
03800084551	PRINGLES ORIGINAL 37GR	12,00	        5.816,67	               0	               0	            0,00	
038000845512	PRINGLES ORIGINAL 37GR	12,00	        1.686,67	              -3	               0	       -5.060,01	
038000845529	PRINGLES SOUR CREAM y ONION 40GR	12,00	        5.816,66	              -4	               0	      -23.266,64	
038000845536	PRINGLES CHEDDAR CHEESE 40GR	12,00	        5.816,66	              -3	               0	      -17.449,98	
040000422068	MILKYWAY 52.2GR	12,00	        2.532,60	               0	               0	            0,00	
040000514251	SNICKERS 52.7GR	12,00	        7.800,19	              43	               0	      335.408,17	
04000514480	MyM 47.9GR	12,00	        2.678,49	             167	               0	      447.307,83	
0405	BRILLO NEUTRO 5KG	12,00	       32.368,22	               1	               0	       32.368,22	
0406	BRILLO NEUTRO 10KG	12,00	        7.502,00	               0	               0	            0,00	
0407	BRILLO GEL CARAMELO 5KG	12,00	        3.731,42	               0	               0	            0,00	
0412	BRILLO GEL FRESA 5KG	12,00	        7.524,85	               0	               0	            0,00	
0413	BRILLO GEL FRESA 10KG	12,00	        5.221,03	               0	               0	            0,00	
041498173289	SALSA BBQ ORIGINAL 510GR	12,00	        3.300,00	               0	               0	            0,00	
041498173296	SALSA BBQ HONEY 510GR	12,00	        3.300,00	               0	               0	            0,00	
041498173302	SALSA BBQ HICKORY y BROWN SUGAR 510GR	12,00	        3.300,00	               0	               0	            0,00	
041500750903	MOSTAZA CLASSIC YELOW FRENCH S 226GRS	12,00	        5.200,00	               0	               0	            0,00	
041500763668	MOSTAZA CLASSIC YELLOW FRENCH S 397GR	12,00	        9.726,00	               0	               0	            0,00	
042222	ACEITUNAS NEGRAS REB. 2.55KG	12,00	       35.900,00	               0	               0	            0,00	
048001265301	HELLMANNS MAYONESA 1 GAL	12,00	       38.000,00	               0	               0	            0,00	
04842516234	PEPINOS REBANADOS AGRIDULCES NINA 450GR	12,00	        1.130,46	               0	               0	            0,00	
048942301106	MERMELADA DE FRESA NINA 360 GRS	12,00	        3.845,29	              10	               0	       38.452,90	
048942309102	MERMELADA DE DURAZNO NINA 360 GRS	12,00	        3.845,29	              10	               0	       38.452,90	
050700002040	SALSA BBQ ORIGINAL 510GR	12,00	       16.483,33	               0	               0	            0,00	
050700012476	SUSTITUTO DE CREMA DE CAFE RED y WHITE 1	12,00	        4.075,00	               0	               0	            0,00	
050700029788	MERMELADA DE FRESA RED y WHITE 284GR	12,00	        5.291,67	               0	               0	            0,00	
050700058025	CREMA DE ADEREZO FRANCESA 473ML	12,00	        4.996,66	               0	               0	            0,00	
051254600191	TRIDENT ISLAND BERRY LIME	12,00	        1.458,33	               0	               0	            0,00	
0526	NARANJA EN CUBITOS INPA 5KG	12,00	        1.030,78	               0	               0	            0,00	
054228107010	GALLETA MARIA LA TRADICIONAL 200GR	12,00	          828,31	               0	               0	            0,00	
054228107119	GALLETAS DE SODA CRACKERS 240GR	12,00	        2.999,16	               0	               0	            0,00	
058897091687	LECHE CONDENSADA CORINA 390GR	EXENTO	        5.252,61	              -5	               0	      -26.263,05	
06002	P ALUMINIO ALCASA INSTITUCIONAL  No2	12,00	       10.071,50	               0	               0	            0,00	
060102	CEPILLO BARRER FLORIDA	12,00	        1.331,67	               0	               0	            0,00	
070450114848	JUGO DE CIRUELA SUNSWEET 1420ML	12,00	        1.963,19	               0	               0	            0,00	
0713	MERMELADA DE GUAYABA INPA 3KG	12,00	          630,43	               0	               0	            0,00	
0732	MERMELADA DE MANZANA INPA 3KG	12,00	          616,52	               0	               0	            0,00	
076355116093	MAYONESA PIKNIK 237ML	12,00	        4.907,50	              -8	               0	      -39.260,00	
076770611289	GUISANTES MONARCH 425GR	12,00	        4.087,23	              -2	               0	       -8.174,46	
076808280173	SPAGUETTI BARILLA LINGUINE 454GR	12,00	        2.500,00	               0	               0	            0,00	
079400265401	DESODORANTE DEGREE MEN 76GR	EXENTO	        5.400,00	               0	               0	            0,00	
079600004	COPA VINO BLANCO VIZCAYA	12,00	        8.220,48	               0	               0	            0,00	
079600005	COPA DE VINO TINTO MARCELLA	12,00	        7.706,70	               0	               0	            0,00	
079600006	COPA DE CHAMPANA MONACO	12,00	        7.706,70	               0	               0	            0,00	
079600045	COPA HELADO CALIFORNIA	12,00	       21.915,00	               0	               0	            0,00	
0810140	VINAGRETA ITALIANA ORINOQUIA 300ML	12,00	        4.892,00	               0	               0	            0,00	
0810683	SALSA TERIYAKI ORINOQUIA 300ML	12,00	        4.750,00	               0	               0	            0,00	
08573750030	CANGREJO IMITACION ASIAN STAR ROLITO 454	12,00	       12.800,00	              -1	               0	      -12.800,00	
085737500689	CANGREJO ASIAN STAR KOSHER 454GR	12,00	        7.530,00	               0	               0	            0,00	
0898	CEREZAS MARRQ. ROJA LT 3 KG	12,00	       10.982,56	               0	               0	            0,00	
090011	ENVOPLAST POLIFIM 700MT	12,00	        7.875,00	               0	               0	            0,00	
0930	PINAS EN RODAJAS 3.1KG	12,00	        1.818,25	               0	               0	            0,00	
0957	MELOCOTON EN ALMIBAR ACONCAGI 2.840GR	12,00	        6.345,31	               0	               0	            0,00	
097537012552	VASOS V 5 SELVA 100 UNDS	12,00	        1.932,00	               0	               0	            0,00	
097537040081	TINA TST 8 SELVA 8OZ 25 UNIDADES	12,00	        1.339,15	               0	               0	            0,00	
097537048346	TAPAS SELVA  PARA TINAS 25 UNIDADES	12,00	          945,35	               0	               0	            0,00	
097537063318	PLATOS SELVA 6  10 UNID	12,00	        1.163,85	               0	               0	            0,00	
097537063325	PLATOS SELVA 7 10 UNID	12,00	          135,26	               0	               0	            0,00	
097537063356	PLATOS SELVA 9  10 UNID	12,00	          920,31	               0	               0	            0,00	
097537063363	PLATO SELVA 9   10 UND	12,00	        1.010,00	               0	               0	            0,00	
097537063417	PLATOS SELVA 5  10 UNID	12,00	          514,97	              86	               0	       44.287,42	
097537070019	CUCHARITA DE POSTRES SELVA KRISTAL 25 UN	12,00	        7.181,68	               0	               0	            0,00	
097537072013	CUCHILLO PLASTICO SELVA MEDIANO 20 UND	12,00	          413,78	             150	               0	       62.067,00	
097537072020	TENEDOR SELVA 20 UND	12,00	          422,36	             146	               0	       61.664,56	
097537072037	CUCHARITA PLASTICA SELVA 20 UND	12,00	          416,62	              50	               0	       20.831,00	
0975370720413	CUCHILLO PLASTICO SELVA MEDIANO 20 UND	12,00	            0,00	               0	               0	            0,00	
097537072044	CUCHARAS SELVA 20 UNID	12,00	          457,81	               0	               0	            0,00	
100000000762	QUESO PECORINO	12,00	       25.440,00	           0,000	           0,000	            0,00	
10004	ASADO DE TIRAS	EXENTO	        7.300,00	        -102,000	           0,470	     -744.600,00	
100164	LAVAPLATO LARK 20LT	12,00	        7.566,75	               0	               0	            0,00	
100179	DESENGRASANTE LARK DE COCINAS Y HORNO	12,00	        3.230,00	               0	               0	            0,00	
10018	PUNTA TRASERA	EXENTO	        7.300,00	         -82,000	           0,260	     -598.600,00	
1002	ABRILLANTADOR NEUTRO CAPAGEL 5KG	12,00	       36.098,89	               0	               0	            0,00	
10020	MEDALLONES DE LOMITO	EXENTO	        7.300,00	           0,000	           0,000	            0,00	
10021	T BONE DE SOLOMO	EXENTO	        8.600,00	           0,000	           0,000	            0,00	
10022	RACK COSTILLAS DE CERDO	EXENTO	        9.072,00	          -9,000	           0,105	      -81.648,00	
10024	MUCHACHO RELLENO	EXENTO	        4.000,00	           0,000	           0,000	            0,00	
10028	FILET MIGNON	EXENTO	        7.300,00	           0,000	           0,000	            0,00	
10030	CARNE P  HAMBURGUESAS LISTO EXPRESS	EXENTO	        1.159,42	         -40,000	           0,540	      -46.376,80	
10032	PINCHOS	EXENTO	        7.300,00	         -23,000	           0,120	     -167.900,00	
10036	CORDERO	12,00	       10.000,00	             -39	               0	     -390.000,00	
10037	LOMO DE CORDERO	12,00	       10.000,00	           0,000	           0,000	            0,00	
10045	HUESO ROJO	EXENTO	        8.600,00	          -6,000	           0,415	      -51.600,00	
1007147	TOALLIN ROYAL DOBLE 240H	12,00	       17.271,24	               0	               0	            0,00	
1011175	SALSA DE SOYA HEINZ 4000CC	12,00	        4.395,26	               0	               0	            0,00	
1011191	SALSA DE TOMATE HEINZ LIGHT 384GR	12,00	          697,51	               0	               0	            0,00	
1011222	SALSA DE AJO HEINZ 4000CC	12,00	        8.640,72	               0	               0	            0,00	
1012015	MOSTAZA PLASTICA DON PEDRO 3.790GR	12,00	        7.878,45	               0	               0	            0,00	
1013161	GOLDEN KOLITA RETORNABLE 350ML	12,00	          683,03	              30	               0	       20.490,90	
1013164	GOLDEN UVA RETORNABLE 350ML	12,00	          683,03	              13	               0	        8.879,39	
1013165	GOLDEN NARANJA RETORNABLE 350ML	12,00	          683,03	              11	               0	        7.513,33	
1013395	GOLDEN NARA MANZANA RETORNABLE 350ML	12,00	          607,15	               0	               0	            0,00	
1014	GELATINA SIN SABOR EN POLVO	12,00	       33.736,61	               0	               0	            0,00	
101730	PAPEL HIG SOFT 250 HOJAS	12,00	        2.054,77	               0	               0	            0,00	
1023	CIRUELAS SSEMILLA CHILENA 10 KGS	EXENTO	        4.094,63	               0	               0	            0,00	
1039003	VASOS PLAST ARCO IRIS  V 10	12,00	        2.500,00	               0	               0	            0,00	
1039053	VASOS DESECHABLES 50UND	12,00	          156,58	              -1	               0	         -156,58	
1048017	PITILLOS ENVUELTOS ROBERTI 20x130 UND	12,00	       17.712,40	               0	               0	            0,00	
1051	MEJOR MASA DE HOJALDRE ULTRARELAX 10KG	12,00	       98.823,53	               1	               0	       98.823,53	
1060	CREMA CACAO Y AVELLANA  CREMREY	12,00	       71.187,50	               0	               0	            0,00	
1064	ESENCIA AVELLANA F40G	12,00	        5.307,59	               0	               0	            0,00	
109	PAPEL PARA ENVOLVER BULTO 3KG	12,00	        1.352,37	               0	               0	            0,00	
1101	ESENCIA CARAMELO	12,00	        1.116,05	               0	               0	            0,00	
1102735091519	BOMBILLO AHORRADOR ESPIRAL 30W DIGA	12,00	        1.443,77	               0	               0	            0,00	
1102735121513	BOMBILLO AHORRADOR ESPIR DIGA DIGA 30W	12,00	        1.443,77	               0	               0	            0,00	
1102765121514	BOMBILLO AHORRADOR 3U DIGA 30W	12,00	          684,09	               0	               0	            0,00	
1106	CHAMPINONES LAMINADOS 3KG	12,00	       46.238,15	               0	               0	            0,00	
1111	SALSA PICANTE EL REY DEL PICANTE GALON	12,00	       17.857,15	               4	               0	       71.428,60	
1116	LEVADURA MASA SALADA y DULCE PAQ	12,00	        1.650,42	               0	               0	            0,00	
1122	VERDURAS VARIAS	EXENTO	        1.953,01	          68,100	           0,000	      132.999,98	
1163	SERVILLETA H.NAPKIN CAJA 20x170	12,00	        1.575,00	               0	               0	            0,00	
12223160	NESCAFE ALEGRIA	12,00	        6.066,14	               0	               0	            0,00	
1224769	VASOS DE NESCAFE	12,00	      143.640,00	               0	               0	            0,00	
12320327	NESCAFE CHOCOLATE 1.600GR	12,00	       41.256,00	               0	               0	            0,00	
12328	MASA DE PASTELITOS MUNDO GELATO 1KG	EXENTO	        6.000,00	               0	               0	            0,00	
1238	CREMA CACAO Y AVELLANA OLACHOC	12,00	      103.177,40	               1	               0	      103.177,40	
126302	CEREZAS EN ALMIBAR INPA 3750GR	12,00	        8.644,83	               0	               0	            0,00	
1267	SALSA INGLESA QUIDY	12,00	        3.760,00	               0	               0	            0,00	
1326	COLOR AZUL POTE 900GR	12,00	        8.672,29	               0	               0	            0,00	
1360	VINAGRE BLANCO	12,00	        1.389,27	               0	               0	            0,00	
13902	PAPEL P ENVOLVER TIPO B 2.8KG	12,00	        4.600,00	               0	               0	            0,00	
1422	KRONCHY ESTILO CRI CRI GRACHOC	12,00	        5.599,40	               0	               0	            0,00	
1426	COBERTURA GOTAS ANALOG. LECHE EL REY	12,00	       46.795,78	               0	               0	            0,00	
1440	SALSA SOYA ARIAS	12,00	        1.096,78	               0	               0	            0,00	
1455	ALCAPARRAS	EXENTO	        1.228,09	               0	               0	            0,00	
15311	COCUY DE PENCA	EXENTO	        4.428,76	               0	               0	            0,00	
1539	BANDEJA ANIME LUNCH CT3 S D200 UND	12,00	       14.038,74	               0	               0	            0,00	
155	NUECES PELADAS	EXENTO	       13.980,71	               0	               0	            0,00	
15596	MOLDE ALUMINIO DE PONQUE	12,00	        3.836,60	               0	               0	            0,00	
1614	JUMBO 9 NATURAL PAVECA	12,00	       21.840,00	               2	               0	       43.680,00	
1617	SALSA DE TOMATE QUIDY	12,00	       16.817,78	               0	               0	            0,00	
170	ESENCIA MANTECADO S C F061G	12,00	        5.693,94	               0	               0	            0,00	
172	CAPACILLOS  No10 BLANCOS 1000UND	12,00	        4.139,85	               0	               0	            0,00	
17590031	VASO PLASTICO CARONI NO 05 25x100UND	12,00	       67.288,60	               0	               0	            0,00	
1850392142593	CLORO JABONOSO AROMANCIA 1LT	12,00	          583,79	               0	               0	            0,00	
1850947299314	LAVATODO AROMANCIA 1LT	12,00	          693,08	               0	               0	            0,00	
1850947352743	AMBIENTADOR Y AROMATIZANTE FLORAL AROMAN	12,00	          645,61	               0	               0	            0,00	
1861	ESPECIAS LAUREL EN HOJA KG	EXENTO	        2.193,62	               0	               0	            0,00	
1871	CACAO EN POLVO 5 KG	12,00	       70.000,00	               0	               0	            0,00	
20003	PERNIL SIN HUESO	12,00	            0,00	           0,000	           0,000	            0,00	
20015	LOMO DE CERDO PREMIUM	EXENTO	       13.260,00	         -18,000	           0,365	     -238.680,00	
20016	PERNIL DE CERDO PREMIUM	EXENTO	       13.230,00	          -8,000	           0,565	     -105.840,00	
20017	LOMITO DE CERDO PREMIUM	EXENTO	       13.230,00	           0,000	           0,000	            0,00	
20018	COSTILLAS DE CERDO PREMIUM	EXENTO	       13.230,00	        -229,000	           0,240	   -3.029.670,00	
20019	CHULETA AHUMADA	12,00	       21.000,00	         -87,000	           0,180	   -1.827.000,00	
20022	QUESO GUAYANES	EXENTO	       10.000,00	          -2,000	           0,460	      -20.000,00	
2006	ALMIDON DE MAIZ 25 KG	12,00	      104.461,50	               1	               0	      104.461,50	
2012	POLVO P HORNEAR ULTRAMIX 10 KG	12,00	       27.205,88	               0	               0	            0,00	
20300	PAPEL ALUMINIO MULTIUSO NARANJA 80MTS	12,00	       12.321,43	               0	               0	            0,00	
2032	COCO RALLADO 5KG	EXENTO	       27.472,54	               0	               0	            0,00	
2037	CHOCOLATE BITTER BARRA LA COLONIA	12,00	        3.857,14	               0	               0	            0,00	
2040	VAINILLIN PQ 500GR	12,00	        3.619,40	               0	               0	            0,00	
2052	AZUCAR PULVERIZADA 20KG	12,00	        7.692,31	               0	               0	            0,00	
2056	AZUCAR PULVERIZADA NUBE BLANCA 10x2.5	12,00	        3.269,23	               0	               0	            0,00	
2068	CHOCOLATE LECHE THEOBROMA	12,00	        5.842,86	               0	               0	            0,00	
2080	PAPEL ALUMINIO INSTIT PROFE 80MT	12,00	       26.000,00	               0	               0	            0,00	
2084	CHOCOLATE DE LECHE BARRA LA COLONIA	12,00	        3.000,00	               0	               0	            0,00	
2099	CHOC. LECHE TAB. EL REY CRIOLLO N32.7 5	12,00	       47.057,14	               0	               0	            0,00	
2105	MANI PICADO	EXENTO	       16.666,67	               0	               0	            0,00	
21501724	COCUY DE PENCA VA SIE CARA	EXENTO	       10.701,24	              -2	               0	      -21.402,48	
220113	PANOS MULTIUSO EVER	12,00	        1.881,80	               0	               0	            0,00	
222401	PASAS FRUTES 10KG	EXENTO	       11.166,67	               0	               0	            0,00	
22702	SERVILLETA NOAM PLUS 250 UND	12,00	        1.953,62	               0	               0	            0,00	
228	DISCOS CARTON 13 34,0CM 100 UND	12,00	        3.707,94	               0	               0	            0,00	
2283	ACEITUNA NEGRA RODAJAS FRAGATA 3KG	12,00	        8.018,21	               0	               0	            0,00	
2344	AJONJOLI TOSTADO 5KG	12,00	        2.307,69	               0	               0	            0,00	
236304	BARRITA DE LECHOZA INPA 5KG	12,00	        1.078,57	               0	               0	            0,00	
23911	CHAMPINONES LAMINADOS MIMO LATA 185 GRS	12,00	        6.321,45	               0	               0	            0,00	
242	CHOCOLATE BLANCO BARRA  THEOBROMA	12,00	        3.600,00	               0	               0	            0,00	
243	CHOCOLATE GRANULADO KILO	12,00	        1.410,26	               0	               0	            0,00	
260206	RALLADOR 4 LADOS C MANGO PLASTICO EUROCH	12,00	          668,57	               0	               0	            0,00	
265853020001	AREPITAS ARTESANALES DOÑA MODESTA 6 UND	EXENTO	        2.350,00	              -6	               0	      -14.100,00	
276319	CHAMPINONES REBANADO AL NATURAL 2.5KG	12,00	       69.972,57	               0	               0	            0,00	
2912	MANTECA SHORTENING 15 KG	EXENTO	        7.857,14	               0	               0	            0,00	
2915	MANTECA VEGETAL MULTIPROPOSITO 15KG	EXENTO	      168.113,87	               0	               0	            0,00	
30005	CHUPETAS DE POLLO	EXENTO	        6.000,00	          -9,000	           0,885	      -54.000,00	
30007	NUGGETS DE POLLO	12,00	       12.120,00	          22,800	           0,665	      276.336,00	
30008	MEDALLONES DE POLLO	EXENTO	        6.500,00	           0,000	           0,000	            0,00	
30010	MEDALLONES DE LOMITO C  JAMON Y QUESO	EXENTO	        6.000,00	           0,000	           0,000	            0,00	
30011	MEDALLONES DE CERDO	EXENTO	        9.072,00	          -1,000	           0,500	       -9.072,00	
30012	PECHUGA DE PAVO MOVILLA FIGURA	12,00	        6.069,29	           0,000	           0,000	            0,00	
30013	POLLO RELLENO	EXENTO	        8.000,00	           0,000	           0,000	            0,00	
30015	MILANESA DE POLLO EMPANIZADA	12,00	        8.213,93	           0,000	           0,000	            0,00	
30016	MILANESA DE POLLO	EXENTO	       12.460,00	           0,000	           0,000	            0,00	
30018	POLLO MOLIDO	EXENTO	          168,00	           0,000	           0,000	            0,00	
30020	CARNE P HAMBURGUESA DE POLLO LISTO EXPRE	EXENTO	        5.000,00	           0,000	           0,000	            0,00	
3003001	SALSA A BASE DE TOMATE PLASTICO 4KG COMA	12,00	        9.262,46	               0	               0	            0,00	
30031	PERNIL C HUESO PREPARACION NAVIDENA	EXENTO	        4.000,00	           0,000	           0,000	            0,00	
